platform,country,region,category,sound_type,duration_sec,views,likes,comments,trend_label,genre,publish_dayofweek,publish_period,creator_avg_views,title_length,completion_rate,traffic_source
2,Ca,North America,Finance,licensed,43,98778,2914,277,stable,Food,Thursday,Afternoon,87790.4,26,0.505,Suggested
1,Us,North America,Tech,original,33,191272,18448,1948,stable,Sports,Wednesday,Night,108139.9,22,0.673,Search
1,Ca,North America,Comedy,original,26,135756,8588,645,seasonal,Tech,Monday,Afternoon,89603.4,29,0.715,Search
1,Us,North America,News,trending,47,78098,5190,460,stable,Sports,Friday,Morning,121135.6,26,0.621,ForYou
1,Mx,North America,Travel,trending,40,18968,1531,123,rising,Travel,Friday,Night,86520.6,17,0.695,ForYou
1,Ca,North America,Pets,trending,35,157951,10497,1616,rising,Lifestyle,Saturday,Evening,104979.8,27,0.586,Following
1,Mx,North America,Science,licensed,46,22410,1825,188,stable,Comedy,Friday,Evening,90954.4,31,0.789,ForYou
1,Us,North America,Fashion,original,25,221978,18749,2712,declining,Lifestyle,Thursday,Afternoon,104173.4,27,0.54,Search
1,Us,North America,News,original,24,113020,6124,465,declining,Sports,Thursday,Morning,97694.6,22,0.654,ForYou
1,Us,North America,Education,licensed,27,23881,1242,192,stable,Comedy,Friday,Evening,110275.8,25,0.748,Following
1,Us,North America,Travel,original,25,12504,656,73,stable,Music,Saturday,Evening,91634.1,24,0.5,Search
1,Mx,North America,Tech,original,21,22432,935,128,rising,Comedy,Monday,Afternoon,91096.1,14,0.662,ForYou
1,Mx,North America,Music,original,28,9116,466,43,declining,Music,Monday,Night,121071.3,28,0.575,External
1,Us,North America,Tech,trending,33,118809,9796,751,rising,Education,Saturday,Morning,98586,27,0.715,ForYou
1,Mx,North America,Art,original,29,242879,18152,1512,declining,Lifestyle,Thursday,Night,129372.5,32,0.755,ForYou
1,Ca,North America,Fitness,licensed,18,7229,522,79,declining,Tech,Tuesday,Afternoon,108963.7,31,0.689,ForYou
1,Mx,North America,Sports,trending,11,9384,453,30,seasonal,Comedy,Friday,Afternoon,103087.9,32,0.7,ForYou
1,Ca,North America,News,licensed,22,136597,7109,881,rising,Fashion,Friday,Evening,87635.1,16,0.564,External
1,Mx,North America,DIY,trending,25,56082,2531,330,rising,Comedy,Friday,Afternoon,88159.6,26,0.696,External
1,Us,North America,Science,trending,21,17850,1708,140,declining,Music,Sunday,Morning,106295.8,28,0.657,ForYou
2,Ca,North America,Lifestyle,licensed,34,100478,4082,326,stable,Food,Saturday,Evening,89974.2,25,0.482,Suggested
2,Mx,North America,Fashion,licensed,34,78122,2672,228,declining,Fashion,Friday,Evening,96325,18,0.724,Suggested
2,Mx,North America,Music,original,49,76702,2222,189,seasonal,Music,Thursday,Morning,106642.8,26,0.498,Search
2,Ca,North America,DIY,licensed,45,10486,293,39,declining,Pets,Saturday,Morning,100632.8,20,0.731,Search
2,Us,North America,Beauty,licensed,39,116429,4384,443,rising,Education,Tuesday,Night,103134.2,28,0.415,Suggested
2,Mx,North America,Music,licensed,40,15834,639,99,stable,Pets,Tuesday,Afternoon,91094.5,19,0.405,Home
2,Us,North America,Science,licensed,31,960283,41177,5766,stable,Tech,Wednesday,Morning,103650.5,29,0.713,Home
2,Ca,North America,Music,licensed,35,249742,11011,1431,declining,Music,Sunday,Afternoon,92439.5,26,0.549,Suggested
2,Mx,North America,Finance,trending,89,99569,4251,283,seasonal,Music,Friday,Evening,92140.4,28,0.461,External
2,Mx,North America,DIY,trending,38,69281,2813,222,seasonal,Music,Thursday,Evening,89929.7,26,0.497,Suggested
1,Ca,North America,Sports,licensed,39,51823,3175,349,declining,Tech,Friday,Night,96402.7,31,0.562,ForYou
1,Ca,North America,Fitness,trending,10,126442,10128,1237,rising,Fashion,Monday,Evening,79597.8,23,0.65,ForYou
1,Ca,North America,Fashion,original,36,80734,7420,885,rising,Food,Tuesday,Evening,85373.7,27,0.772,Following
1,Mx,North America,Music,licensed,32,86620,6568,902,rising,Dance,Friday,Evening,91094.5,17,0.581,Search
1,Mx,North America,DIY,trending,24,57319,3441,425,declining,Music,Saturday,Evening,101378.8,26,0.733,ForYou
1,Us,North America,Fashion,original,42,245506,12535,1217,seasonal,Tech,Thursday,Evening,122805.8,24,0.826,ForYou
1,Ca,North America,Music,trending,41,124617,8262,761,declining,Fashion,Tuesday,Afternoon,97125.1,18,0.559,Following
1,Ca,North America,Comedy,trending,30,137452,7428,524,stable,Lifestyle,Friday,Morning,103279.3,24,0.693,ForYou
1,Ca,North America,Sports,original,27,36161,1318,97,declining,Comedy,Tuesday,Evening,85948.9,16,0.656,ForYou
1,Ca,North America,Gaming,trending,16,23315,2668,291,seasonal,Lifestyle,Sunday,Night,117704,27,0.588,Search
1,Us,North America,Pets,trending,29,60479,4995,748,seasonal,Education,Saturday,Afternoon,75220.9,18,0.755,ForYou
2,Us,North America,Science,original,32,534873,28666,2430,declining,Lifestyle,Sunday,Afternoon,131154.2,27,0.447,Search
2,Ca,North America,Music,trending,26,99392,4006,326,declining,Sports,Friday,Evening,98396.5,26,0.742,Home
2,Us,North America,Pets,original,65,47702,1452,211,declining,Sports,Friday,Evening,96938.3,22,0.522,Search
2,Mx,North America,Comedy,trending,45,193988,8145,904,declining,Beauty,Friday,Evening,98301.3,18,0.504,Suggested
2,Ca,North America,News,trending,40,83254,3995,505,declining,Comedy,Sunday,Evening,149855.5,26,0.59,Suggested
2,Ca,North America,Automotive,licensed,42,112574,3748,518,seasonal,Beauty,Friday,Evening,103859,28,0.617,Search
2,Mx,North America,Art,licensed,69,101330,3620,326,rising,Food,Friday,Evening,82782.7,18,0.442,Suggested
2,Ca,North America,Fitness,original,43,120021,3434,425,rising,Sports,Wednesday,Evening,76729.8,24,0.716,Search
2,Us,North America,Music,licensed,55,157246,9009,950,seasonal,Gaming,Wednesday,Evening,96325,27,0.602,Home
2,Mx,North America,Art,original,31,24220,525,60,stable,Tech,Friday,Evening,89008.1,29,0.568,Suggested
1,Mx,North America,Tech,licensed,13,20206,1223,143,rising,Sports,Tuesday,Evening,102520.5,24,0.792,ForYou
1,Us,North America,Fashion,licensed,24,14923,1262,158,stable,Education,Wednesday,Evening,136562.4,25,0.833,ForYou
1,Mx,North America,Travel,original,25,15859,1280,97,declining,Education,Friday,Evening,115352,18,0.752,ForYou
1,Us,North America,News,trending,49,227214,16554,1039,stable,Dance,Sunday,Morning,97042.8,17,0.814,ForYou
1,Mx,North America,Tech,original,19,58473,3082,261,stable,Dance,Friday,Afternoon,71037.7,15,0.558,Following
1,Mx,North America,Lifestyle,licensed,43,23484,2237,165,declining,Pets,Sunday,Afternoon,77534.9,24,0.565,Following
1,Ca,North America,Fitness,original,32,7633,552,66,declining,Travel,Thursday,Evening,90954.4,18,0.659,Following
1,Mx,North America,Beauty,licensed,43,154593,6669,927,stable,Music,Friday,Evening,117301.2,17,0.698,Following
1,Ca,North America,Finance,original,21,43176,2774,322,stable,Sports,Friday,Night,118188.8,22,0.79,ForYou
1,Us,North America,Gaming,original,27,32815,3017,386,stable,Beauty,Saturday,Evening,97585.7,23,0.837,External
1,Mx,North America,Sports,licensed,15,5136,554,38,seasonal,Comedy,Friday,Evening,96426.1,20,0.627,Following
1,Mx,North America,Art,trending,28,53758,3345,437,declining,Sports,Tuesday,Evening,92656.5,24,0.793,External
1,Ca,North America,Sports,trending,10,99262,7335,973,seasonal,Tech,Saturday,Evening,97756.8,25,0.76,Following
1,Us,North America,Education,trending,25,130014,10120,860,stable,Lifestyle,Friday,Evening,102103.6,22,0.644,Search
1,Us,North America,Sports,original,32,21100,1529,111,rising,Lifestyle,Sunday,Night,114135.1,21,0.578,ForYou
1,Ca,North America,News,trending,28,5645,369,26,declining,Tech,Friday,Evening,99935.9,29,0.596,Search
1,Us,North America,Beauty,licensed,29,27550,2364,241,seasonal,Music,Tuesday,Afternoon,94740.9,26,0.762,ForYou
2,Mx,North America,Food,licensed,57,83848,4303,638,stable,Tech,Thursday,Evening,101280.2,29,0.611,External
2,Ca,North America,Beauty,licensed,18,19876,1099,87,declining,Gaming,Saturday,Night,83358.1,28,0.667,Search
2,Us,North America,Finance,original,21,91460,2885,283,rising,Sports,Saturday,Evening,117342.2,22,0.557,Suggested
2,Mx,North America,Lifestyle,trending,60,58025,2800,254,stable,Lifestyle,Monday,Afternoon,83525.5,26,0.633,Suggested
1,Us,North America,Finance,trending,20,10422,397,41,rising,Fashion,Thursday,Evening,129372.5,20,0.545,ForYou
1,Mx,North America,Fitness,trending,25,78481,6405,896,stable,Sports,Monday,Evening,92976.5,24,0.556,ForYou
1,Ca,North America,Finance,trending,38,41311,2970,279,declining,Lifestyle,Friday,Afternoon,100197.7,21,0.65,Following
1,Mx,North America,Food,licensed,26,8324,1137,94,stable,Comedy,Saturday,Evening,103650.5,20,0.55,ForYou
1,Mx,North America,Lifestyle,original,28,59076,3729,258,rising,Lifestyle,Thursday,Afternoon,120866.4,32,0.746,ForYou
1,Us,North America,Sports,original,11,51255,5727,754,stable,Travel,Sunday,Evening,82413.7,22,0.655,Search
1,Us,North America,News,original,22,314658,28866,1892,declining,Fashion,Saturday,Night,103279.3,22,0.691,ForYou
1,Ca,North America,Fashion,trending,22,24955,2074,299,stable,Fashion,Tuesday,Evening,105596.6,23,0.623,ForYou
1,Us,North America,Art,licensed,37,60956,4043,467,stable,Sports,Friday,Afternoon,76131.2,24,0.516,ForYou
1,Ca,North America,Beauty,original,20,48610,2846,319,rising,Tech,Saturday,Afternoon,86157.4,26,0.825,ForYou
1,Us,North America,Comedy,original,36,147859,10771,892,declining,Fashion,Friday,Morning,95517.7,21,0.664,ForYou
1,Mx,North America,DIY,original,46,148153,8878,776,rising,Travel,Tuesday,Night,105769.8,19,0.667,ForYou
1,Us,North America,Lifestyle,original,12,22701,1315,127,declining,Pets,Sunday,Evening,104158.3,24,0.75,ForYou
1,Mx,North America,Lifestyle,trending,16,301649,28380,3018,stable,Gaming,Friday,Night,109289.1,31,0.594,ForYou
1,Mx,North America,Automotive,trending,40,187063,12553,1030,stable,Comedy,Saturday,Afternoon,87790.4,31,0.582,ForYou
1,Us,North America,Pets,original,25,319730,26064,2074,declining,Fashion,Monday,Evening,87342.1,19,0.748,Following
2,Us,North America,Education,licensed,25,21673,802,68,rising,Music,Saturday,Afternoon,89534.9,25,0.436,Search
2,Ca,North America,Education,licensed,50,9938,647,67,stable,Dance,Wednesday,Morning,103650.5,20,0.596,Home
2,Us,North America,Pets,original,20,25477,560,51,seasonal,Music,Thursday,Night,98301.3,12,0.465,Home
2,Ca,North America,Art,trending,25,279686,7222,801,declining,Sports,Tuesday,Evening,111410.3,22,0.44,Suggested
2,Ca,North America,DIY,original,27,32553,812,108,seasonal,Music,Friday,Morning,99317.4,28,0.474,Search
2,Mx,North America,Sports,trending,17,170426,7250,983,rising,Gaming,Wednesday,Afternoon,82413.7,28,0.647,Home
2,Mx,North America,Art,original,36,29259,602,53,declining,Travel,Sunday,Evening,102535,26,0.617,External
2,Mx,North America,Food,trending,46,37065,1734,254,rising,Fashion,Tuesday,Morning,86230.4,18,0.622,Suggested
2,Mx,North America,Fashion,trending,31,115951,5025,723,rising,Beauty,Tuesday,Afternoon,85260.3,28,0.529,Search
1,Us,North America,Travel,original,21,122611,6988,488,rising,Lifestyle,Thursday,Afternoon,104933.1,26,0.524,ForYou
1,Us,North America,DIY,licensed,15,125217,7301,753,seasonal,Lifestyle,Tuesday,Afternoon,88495,27,0.607,ForYou
1,Ca,North America,Pets,trending,23,311217,21379,2589,rising,Comedy,Tuesday,Afternoon,87188,29,0.83,ForYou
1,Mx,North America,Education,trending,21,210018,25091,1988,stable,Fashion,Friday,Evening,106295.8,21,0.586,ForYou
1,Mx,North America,Beauty,licensed,18,10134,530,70,declining,Comedy,Saturday,Morning,86079.6,23,0.533,ForYou
1,Mx,North America,Pets,licensed,31,786966,50907,4934,rising,Music,Thursday,Night,99935.9,23,0.642,Following
1,Us,North America,DIY,original,26,44555,2955,293,seasonal,Fashion,Monday,Evening,92619,22,0.577,External
1,Us,North America,Food,trending,24,50315,6108,525,rising,Food,Friday,Afternoon,98045.2,15,0.7,ForYou
1,Us,North America,Fitness,original,17,164272,7743,729,seasonal,Beauty,Friday,Evening,105870.4,30,0.629,ForYou
1,Mx,North America,Pets,original,51,99868,11135,909,stable,Education,Friday,Evening,96007.1,22,0.692,External
2,Mx,North America,Lifestyle,licensed,45,223714,13120,1058,declining,Music,Saturday,Afternoon,95392.8,23,0.496,Search
2,Us,North America,Finance,licensed,33,224480,8636,1080,declining,Tech,Friday,Evening,101916.4,23,0.555,Home
2,Ca,North America,Automotive,licensed,36,90851,3043,362,stable,Dance,Friday,Morning,93571.1,20,0.531,Suggested
2,Ca,North America,News,original,51,20456,754,115,stable,Food,Friday,Afternoon,107955.4,23,0.594,Search
2,Ca,North America,Food,original,21,419361,17867,2472,declining,Travel,Sunday,Evening,78488.3,20,0.586,Home
2,Us,North America,Fitness,trending,56,24145,1157,126,rising,Gaming,Sunday,Evening,93427.1,26,0.455,External
2,Ca,North America,Tech,licensed,69,78624,2112,283,seasonal,Travel,Wednesday,Evening,92280.2,27,0.712,Search
2,Ca,North America,Gaming,original,40,59982,2483,234,stable,Tech,Sunday,Evening,92793.9,29,0.53,External
1,Ca,North America,Beauty,original,33,139205,6558,495,stable,Comedy,Saturday,Evening,92793.9,34,0.612,ForYou
1,Mx,North America,Gaming,licensed,32,20022,1427,176,stable,Comedy,Friday,Afternoon,102994.2,9,0.722,External
1,Mx,North America,Lifestyle,licensed,67,90740,5740,530,declining,Fashion,Monday,Evening,101507.5,23,0.704,ForYou
1,Mx,North America,Sports,licensed,27,404416,21867,2638,stable,Comedy,Monday,Morning,106361,24,0.656,External
1,Mx,North America,Finance,trending,40,21013,1079,115,seasonal,Pets,Thursday,Evening,91380.1,20,0.768,ForYou
1,Ca,North America,Beauty,licensed,24,136165,13141,1669,seasonal,Travel,Tuesday,Morning,82901.5,18,0.754,ForYou
1,Us,North America,Fitness,original,15,41873,3086,393,rising,Tech,Sunday,Afternoon,94827.3,23,0.647,ForYou
1,Ca,North America,Sports,original,37,21648,1098,95,rising,Gaming,Thursday,Evening,114801.6,25,0.549,ForYou
2,Mx,North America,Sports,licensed,35,141962,3579,470,stable,Lifestyle,Friday,Afternoon,78162.1,22,0.743,Search
2,Ca,North America,Comedy,trending,17,114115,2455,259,declining,Gaming,Saturday,Evening,101280.2,29,0.612,Home
2,Ca,North America,Lifestyle,original,30,10976,289,43,seasonal,Travel,Wednesday,Afternoon,106288.7,17,0.423,Suggested
2,Ca,North America,Food,original,22,141868,6269,428,rising,Education,Friday,Night,96403.9,16,0.505,Home
2,Mx,North America,Science,original,25,91808,3503,376,stable,Lifestyle,Friday,Night,96398.5,24,0.548,Home
1,Us,North America,Fitness,original,33,87234,7284,733,seasonal,Comedy,Thursday,Evening,89258.4,29,0.842,ForYou
1,Ca,North America,Food,trending,49,53878,3324,416,stable,Music,Sunday,Morning,68784.4,23,0.804,Search
1,Ca,North America,Automotive,licensed,38,33295,2816,347,seasonal,Lifestyle,Friday,Afternoon,82284.4,24,0.718,ForYou
1,Ca,North America,Fitness,original,22,64527,4340,274,rising,Gaming,Sunday,Morning,118476.8,31,0.714,ForYou
1,Ca,North America,Pets,licensed,25,668015,41234,5749,rising,Gaming,Sunday,Night,117301.2,27,0.776,Search
1,Us,North America,DIY,trending,42,31371,1663,121,seasonal,Pets,Sunday,Afternoon,101576.1,26,0.576,ForYou
1,Ca,North America,Comedy,licensed,24,80247,5283,752,rising,Pets,Thursday,Morning,203535.4,22,0.767,ForYou
1,Us,North America,Sports,original,23,21492,1114,136,declining,Pets,Friday,Morning,80382.1,24,0.648,External
1,Mx,North America,Sports,original,13,16621,1277,83,seasonal,Gaming,Sunday,Evening,97042.8,27,0.546,ForYou
1,Ca,North America,Art,original,24,36326,2028,166,seasonal,Education,Wednesday,Night,95967.2,22,0.796,ForYou
2,Ca,North America,Art,original,51,97471,3196,239,stable,Travel,Thursday,Evening,109086.8,20,0.571,Suggested
2,Mx,North America,Finance,trending,37,34555,1217,192,stable,Gaming,Monday,Evening,94031.5,26,0.684,Home
2,Us,North America,Pets,original,50,253070,12527,2063,rising,Pets,Thursday,Evening,87461.6,22,0.692,Home
2,Us,North America,Art,original,13,92723,5616,917,rising,Education,Saturday,Afternoon,93418,28,0.662,Search
2,Ca,North America,Automotive,original,54,27340,1477,217,seasonal,DIY,Thursday,Afternoon,92761.2,22,0.678,Suggested
2,Us,North America,Lifestyle,trending,27,98599,3596,329,declining,Fashion,Friday,Morning,91298.1,19,0.467,External
2,Us,North America,Art,original,90,51607,3244,324,rising,Fashion,Saturday,Evening,77266.9,20,0.469,Suggested
2,Ca,North America,Fitness,licensed,90,96363,3361,356,rising,Beauty,Sunday,Evening,103877.5,27,0.412,Home
2,Us,North America,Pets,trending,23,77677,3561,510,rising,Tech,Saturday,Morning,78146.6,24,0.565,Suggested
2,Ca,North America,Science,trending,48,34765,1257,106,stable,Food,Saturday,Night,99317.4,14,0.715,Suggested
2,Ca,North America,Pets,original,24,117469,4859,396,rising,Music,Sunday,Afternoon,44841.3,21,0.454,Search
2,Us,North America,Sports,original,47,47104,1197,118,stable,Comedy,Friday,Evening,105000,14,0.543,External
1,Ca,North America,Art,original,25,224002,12155,1549,seasonal,Beauty,Wednesday,Evening,103134.2,24,0.632,Search
1,Mx,North America,Fashion,original,25,174546,18926,1929,stable,Pets,Thursday,Morning,118088.6,19,0.644,ForYou
1,Ca,North America,Sports,licensed,10,250749,7943,1116,declining,Fashion,Wednesday,Evening,154865.6,16,0.66,ForYou
1,Us,North America,Music,original,22,79512,4422,501,stable,Tech,Wednesday,Morning,86206.8,21,0.632,Search
1,Mx,North America,News,trending,22,60351,5095,368,rising,Dance,Wednesday,Morning,106096.4,15,0.632,ForYou
1,Ca,North America,Tech,trending,30,58573,4289,565,rising,Dance,Friday,Evening,109552,22,0.77,ForYou
1,Ca,North America,Pets,licensed,17,170611,8936,701,rising,Fashion,Tuesday,Evening,87354.2,20,0.841,ForYou
1,Us,North America,Sports,original,31,29431,3041,381,stable,Lifestyle,Sunday,Afternoon,91443.2,22,0.513,Following
1,Mx,North America,Beauty,licensed,28,24571,2157,162,seasonal,Travel,Friday,Afternoon,84304,25,0.568,ForYou
1,Mx,North America,Travel,licensed,21,64965,2771,432,rising,Education,Sunday,Evening,139280.8,29,0.69,ForYou
1,Mx,North America,Travel,licensed,37,56306,2587,292,rising,Fashion,Sunday,Evening,87617.4,23,0.514,ForYou
2,Mx,North America,Gaming,original,53,14041,497,47,rising,Gaming,Sunday,Night,83079,26,0.623,External
2,Mx,North America,Travel,original,24,20994,610,46,declining,Pets,Saturday,Night,91480.6,17,0.737,Home
2,Us,North America,Education,trending,24,25123,1875,144,rising,Tech,Saturday,Evening,89603.4,24,0.462,Suggested
2,Mx,North America,Art,original,26,71195,1231,151,rising,Tech,Saturday,Evening,106392.4,29,0.696,Home
2,Mx,North America,Music,trending,35,25571,680,68,declining,Dance,Wednesday,Evening,97694.6,22,0.494,Search
2,Ca,North America,Sports,trending,36,36452,1372,203,stable,Beauty,Saturday,Evening,100207.3,20,0.403,External
2,Mx,North America,News,original,61,33135,1258,86,declining,Comedy,Saturday,Evening,98232.9,26,0.503,Suggested
2,Us,North America,News,trending,26,28171,958,137,declining,Food,Friday,Evening,77464.1,27,0.685,Search
2,Mx,North America,Music,licensed,22,87276,3963,462,declining,Food,Friday,Afternoon,80382.1,14,0.5,Home
1,Mx,North America,Fashion,trending,15,15329,812,105,declining,Dance,Saturday,Evening,96398.5,20,0.713,ForYou
1,Mx,North America,Tech,licensed,34,87160,10219,716,rising,Comedy,Wednesday,Evening,66324.2,26,0.715,ForYou
1,Us,North America,Food,licensed,29,85712,8583,900,seasonal,Education,Monday,Night,84701.8,24,0.797,External
1,Us,North America,Science,licensed,25,60306,3855,467,declining,Dance,Thursday,Evening,111539.1,20,0.776,External
1,Ca,North America,Education,original,21,60756,4066,322,seasonal,Gaming,Tuesday,Evening,103134.2,30,0.619,External
1,Mx,North America,Finance,licensed,54,260975,12555,1505,declining,Sports,Thursday,Night,106663.6,28,0.704,ForYou
1,Us,North America,Finance,licensed,12,7904,662,45,rising,Beauty,Saturday,Evening,79263.6,25,0.65,ForYou
1,Ca,North America,Travel,licensed,20,45696,1888,174,seasonal,Comedy,Wednesday,Night,90954.4,29,0.71,External
1,Us,North America,Art,original,22,60614,3617,244,declining,Comedy,Tuesday,Afternoon,95866.1,11,0.577,Following
1,Mx,North America,Automotive,trending,73,70241,4779,355,seasonal,Dance,Monday,Afternoon,80481.8,20,0.767,ForYou
1,Ca,North America,Food,original,26,53680,3613,263,declining,Sports,Wednesday,Evening,93727.3,22,0.777,ForYou
1,Ca,North America,Sports,trending,16,223823,19551,2159,seasonal,Comedy,Friday,Afternoon,106361,12,0.844,ForYou
2,Us,North America,Comedy,licensed,31,178548,7106,865,declining,Sports,Monday,Evening,81897,28,0.503,Home
2,Mx,North America,Art,licensed,43,15448,497,61,declining,Tech,Friday,Evening,98045.2,25,0.53,Home
2,Ca,North America,Fashion,trending,27,81185,6122,491,declining,Dance,Friday,Afternoon,80382.1,20,0.681,Search
2,Ca,North America,DIY,original,50,152602,7597,713,seasonal,Beauty,Friday,Night,85260.3,24,0.41,Home
2,Mx,North America,Gaming,original,37,13886,353,24,stable,Music,Friday,Afternoon,94693.5,17,0.543,External
2,Mx,North America,Education,licensed,28,42114,1366,165,stable,Beauty,Tuesday,Afternoon,101182.4,21,0.636,Home
2,Mx,North America,Automotive,trending,13,44458,1187,92,declining,Pets,Saturday,Morning,95029.2,26,0.646,External
1,Ca,North America,Fashion,licensed,30,81300,5277,505,stable,Education,Saturday,Afternoon,94958.9,18,0.637,External
1,Ca,North America,Sports,trending,39,214887,21975,2673,seasonal,Food,Saturday,Morning,123924.6,25,0.531,Following
1,Mx,North America,Automotive,original,23,163726,11444,1413,declining,Food,Sunday,Morning,117342.2,22,0.739,Search
1,Mx,North America,Comedy,licensed,75,54032,3113,323,declining,Music,Tuesday,Evening,89974.2,23,0.631,ForYou
1,Ca,North America,Fitness,trending,30,80494,6378,650,stable,Dance,Sunday,Night,109086.8,24,0.787,ForYou
1,Mx,North America,Sports,original,22,32409,3540,427,declining,Gaming,Friday,Afternoon,127391.5,30,0.645,ForYou
1,Ca,North America,Pets,trending,47,370459,17443,2613,rising,Dance,Friday,Evening,81898.6,25,0.728,ForYou
1,Us,North America,Music,licensed,20,56464,4642,743,rising,Beauty,Friday,Afternoon,96938.3,22,0.635,External
1,Mx,North America,DIY,trending,38,64593,3739,334,seasonal,Lifestyle,Friday,Evening,73154.4,25,0.666,ForYou
1,Mx,North America,Education,trending,23,78517,7052,703,seasonal,Education,Friday,Evening,109586,33,0.804,External
1,Ca,North America,Finance,original,46,65561,5822,686,declining,Lifestyle,Sunday,Afternoon,101083,24,0.65,ForYou
1,Us,North America,Fitness,trending,39,116017,12952,1031,declining,Lifestyle,Sunday,Evening,134259.1,25,0.746,ForYou
1,Us,North America,Finance,licensed,46,11385,781,129,stable,Lifestyle,Sunday,Evening,107717.7,27,0.546,Following
1,Us,North America,Sports,original,16,80106,4640,412,rising,Comedy,Thursday,Afternoon,99200.2,14,0.719,Search
1,Mx,North America,Education,licensed,15,226086,24817,3277,stable,Fashion,Sunday,Afternoon,92976.5,20,0.56,ForYou
1,Us,North America,DIY,licensed,11,46915,3383,359,stable,Music,Sunday,Morning,82843.2,28,0.527,ForYou
1,Us,North America,Food,original,52,54583,4010,438,declining,Tech,Sunday,Afternoon,121071.3,31,0.781,ForYou
1,Mx,North America,News,trending,21,125413,13634,1672,rising,Food,Wednesday,Afternoon,98366.2,26,0.843,ForYou
1,Mx,North America,Finance,original,18,107611,9263,783,stable,Lifestyle,Friday,Evening,75227.3,32,0.7,Search
2,Mx,North America,Gaming,original,33,185134,7815,967,seasonal,Pets,Thursday,Afternoon,93418,24,0.497,Home
2,Mx,North America,Lifestyle,trending,21,163823,5755,395,seasonal,Dance,Saturday,Morning,107038.3,15,0.652,Suggested
2,Ca,North America,Fashion,original,35,15855,619,44,seasonal,Dance,Wednesday,Afternoon,91401.9,23,0.474,Search
2,Mx,North America,Music,trending,58,195895,6915,600,rising,Dance,Friday,Evening,132796.4,23,0.572,Suggested
2,Ca,North America,Travel,licensed,24,10790,258,35,seasonal,Beauty,Saturday,Evening,81411.1,20,0.717,Suggested
2,Mx,North America,Lifestyle,trending,43,78590,3489,223,seasonal,Pets,Sunday,Afternoon,85706.8,24,0.412,Home
2,Mx,North America,Comedy,licensed,36,27522,900,125,declining,Beauty,Sunday,Afternoon,132974.8,22,0.572,Search
2,Mx,North America,Art,licensed,23,95466,3640,570,declining,Beauty,Saturday,Evening,120740,29,0.465,Home
2,Us,North America,Lifestyle,trending,51,10565,455,33,declining,Travel,Tuesday,Afternoon,112206.3,24,0.576,Home
2,Us,North America,Automotive,trending,24,113684,2825,315,rising,Gaming,Tuesday,Evening,83077.8,28,0.571,Home
2,Mx,North America,Art,original,48,209667,4314,409,seasonal,Beauty,Thursday,Evening,84701.8,21,0.569,Home
2,Ca,North America,Fashion,licensed,19,146894,4105,511,seasonal,Dance,Sunday,Afternoon,127261.5,22,0.442,Search
1,Mx,North America,Music,trending,30,43144,2679,354,stable,Education,Saturday,Morning,92903,30,0.693,External
1,Ca,North America,Pets,trending,36,43156,1892,226,stable,Lifestyle,Saturday,Evening,100507.4,24,0.5,Following
1,Mx,North America,DIY,licensed,20,63974,3563,350,declining,Travel,Tuesday,Night,127922.9,17,0.75,ForYou
1,Us,North America,Beauty,original,37,35034,1417,202,seasonal,Dance,Wednesday,Afternoon,92069.4,22,0.611,ForYou
1,Us,North America,Fashion,original,26,35856,2120,163,seasonal,Food,Wednesday,Night,87047.6,17,0.615,ForYou
1,Ca,North America,Lifestyle,original,17,95666,4661,504,declining,Travel,Thursday,Afternoon,92069.4,26,0.629,Search
1,Mx,North America,Fitness,trending,26,54225,5350,860,stable,Travel,Tuesday,Afternoon,134127,27,0.554,ForYou
2,Mx,North America,Travel,trending,31,124995,6876,668,rising,Tech,Thursday,Afternoon,84909.5,31,0.565,Search
2,Us,North America,Gaming,licensed,25,280456,7798,578,declining,Fashion,Friday,Night,91733.4,19,0.672,External
2,Us,North America,DIY,trending,38,25439,1105,150,declining,Music,Monday,Morning,78146.6,17,0.703,Suggested
2,Ca,North America,Fitness,original,34,65258,2297,321,declining,Beauty,Friday,Evening,78162.1,28,0.421,Home
2,Ca,North America,DIY,licensed,52,61916,2724,210,stable,Food,Thursday,Night,95029.2,14,0.438,Home
2,Ca,North America,Science,trending,26,29150,793,63,stable,Comedy,Friday,Night,99969.1,21,0.588,Home
2,Us,North America,Sports,trending,33,20336,1116,159,seasonal,Tech,Sunday,Evening,89534.9,24,0.709,Search
2,Us,North America,Fashion,licensed,45,10307,368,60,seasonal,Sports,Saturday,Afternoon,129372.5,22,0.684,Search
1,Ca,North America,Sports,original,53,54862,6179,481,declining,Food,Friday,Evening,107658,25,0.721,Search
1,Us,North America,Food,licensed,26,174904,13804,1709,rising,Comedy,Saturday,Morning,89104.7,22,0.677,ForYou
1,Us,North America,Finance,original,20,32528,3606,270,seasonal,Sports,Sunday,Morning,92655.5,24,0.825,Following
1,Ca,North America,Lifestyle,original,51,50471,2861,226,declining,Food,Friday,Evening,75220.9,16,0.643,ForYou
1,Us,North America,Science,original,51,56716,4657,378,stable,Education,Saturday,Morning,81046.4,22,0.749,External
1,Ca,North America,Art,original,29,200600,13373,1584,seasonal,Sports,Friday,Morning,91971.6,22,0.583,ForYou
1,Ca,North America,Pets,trending,38,109489,5204,316,declining,Travel,Monday,Evening,120680.2,25,0.624,ForYou
